osgb4000000074338824,http://data.ordnancesurvey.co.uk/id/4000000074338824,Cribbs Causeway,,,,populatedPlace,Village,358308,181077,16000,250000,356866,179607,359274,181638,BS34,http://data.ordnancesurvey.co.uk/id/postcodedistrict/BS34,,,,,,,South Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000025559,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074557888,http://data.ordnancesurvey.co.uk/id/4000000074557888,Llanvair-Discoed,,,,populatedPlace,Village,344754,192391,4000,250000,344440,192176,345104,192678,NP16,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP16,,,,,,,Sir Fynwy - Monmouthshire,http://data.ordnancesurvey.co.uk/id/7000000000025489,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,http://dbpedia.org/resource/Llanvair_Discoed,http://sws.geonames.org/2643928
osgb4000000074571177,http://data.ordnancesurvey.co.uk/id/4000000074571177,Park Hill,,,,populatedPlace,Hamlet,356885,199480,5000,25000,356636,199293,357141,199793,GL15,http://data.ordnancesurvey.co.uk/id/postcodedistrict/GL15,,,,Forest of Dean,http://data.ordnancesurvey.co.uk/id/7000000000020508,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000020616,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074571516,http://data.ordnancesurvey.co.uk/id/4000000074571516,Chepstow,eng,Cas-Gwent,cym,populatedPlace,Town,353266,193781,28000,2000000,351755,190528,354320,194768,NP16,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP16,,,,,,,Sir Fynwy - Monmouthshire,http://data.ordnancesurvey.co.uk/id/7000000000025489,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,http://dbpedia.org/resource/Chepstow,http://sws.geonames.org/2653256
osgb4000000074558273,http://data.ordnancesurvey.co.uk/id/4000000074558273,Itton,,,,populatedPlace,Hamlet,349289,195269,5000,25000,349100,194979,349600,195479,NP16,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP16,,,,,,,Sir Fynwy - Monmouthshire,http://data.ordnancesurvey.co.uk/id/7000000000025489,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,http://dbpedia.org/resource/Itton,
osgb4000000074570481,http://data.ordnancesurvey.co.uk/id/4000000074570481,Beachley,,,,populatedPlace,Village,355070,191236,16000,250000,354486,190382,355329,192882,NP16,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP16,,,,Forest of Dean,http://data.ordnancesurvey.co.uk/id/7000000000020508,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000020616,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Beachley,
osgb4000000074558645,http://data.ordnancesurvey.co.uk/id/4000000074558645,Devauden,,,,populatedPlace,Village,348372,198948,4000,250000,348114,198728,348673,199228,NP16,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP16,,,,,,,Sir Fynwy - Monmouthshire,http://data.ordnancesurvey.co.uk/id/7000000000025489,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,http://dbpedia.org/resource/Devauden,
osgb4000000074557889,http://data.ordnancesurvey.co.uk/id/4000000074557889,Knollbury,,,,populatedPlace,Hamlet,343052,188067,5000,25000,342856,187925,343356,188425,NP26,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP26,,,,,,,Sir Fynwy - Monmouthshire,http://data.ordnancesurvey.co.uk/id/7000000000025489,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074559030,http://data.ordnancesurvey.co.uk/id/4000000074559030,Llangwm,,,,populatedPlace,Hamlet,342581,199954,5000,25000,342335,199738,342906,200238,NP15,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP15,,,,,,,Sir Fynwy - Monmouthshire,http://data.ordnancesurvey.co.uk/id/7000000000025489,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,"http://dbpedia.org/resource/Llangwm,_Monmouthshire",http://sws.geonames.org/2644010
osgb4000000074319829,http://data.ordnancesurvey.co.uk/id/4000000074319829,Kilgwrrwg,,,,populatedPlace,Hamlet,347344,198282,5000,25000,347106,198045,347606,198572,NP16,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP16,,,,,,,Sir Fynwy - Monmouthshire,http://data.ordnancesurvey.co.uk/id/7000000000025489,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,http://dbpedia.org/resource/Kilgwrrwg,
osgb4000000074540860,http://data.ordnancesurvey.co.uk/id/4000000074540860,Plusterwine,,,,populatedPlace,Suburban Area,359600,199543,3000,25000,359389,199206,359889,199706,GL15,http://data.ordnancesurvey.co.uk/id/postcodedistrict/GL15,,,,Forest of Dean,http://data.ordnancesurvey.co.uk/id/7000000000020508,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000020616,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074577933,http://data.ordnancesurvey.co.uk/id/4000000074577933,Earlswood,,,,populatedPlace,Other Settlement,344153,196184,15000,25000,344037,194866,345184,196247,NP16,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP16,,,,,,,Sir Fynwy - Monmouthshire,http://data.ordnancesurvey.co.uk/id/7000000000025489,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074569464,http://data.ordnancesurvey.co.uk/id/4000000074569464,Catbrain,,,,populatedPlace,Suburban Area,357566,180565,2000,25000,357314,180294,357814,180794,BS10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/BS10,,,,,,,South Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000025559,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074571515,http://data.ordnancesurvey.co.uk/id/4000000074571515,Broadrock,,,,populatedPlace,Hamlet,354300,196442,5000,25000,354080,196017,354580,196564,NP16,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP16,,,,Forest of Dean,http://data.ordnancesurvey.co.uk/id/7000000000020508,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000020616,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074558648,http://data.ordnancesurvey.co.uk/id/4000000074558648,Wolvesnewton,eng,Llanwynell,cym,populatedPlace,Hamlet,345449,199537,5000,25000,345049,199339,345549,199839,NP16,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP16,,,,,,,Sir Fynwy - Monmouthshire,http://data.ordnancesurvey.co.uk/id/7000000000025489,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,http://sws.geonames.org/2633686
osgb4000000074570483,http://data.ordnancesurvey.co.uk/id/4000000074570483,Hayes Gate,,,,populatedPlace,Hamlet,350852,191357,5000,25000,350634,191108,351134,191608,NP16,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP16,,,,,,,Sir Fynwy - Monmouthshire,http://data.ordnancesurvey.co.uk/id/7000000000025489,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074571856,http://data.ordnancesurvey.co.uk/id/4000000074571856,St Arvans,,,,populatedPlace,Village,351662,196770,7000,250000,351247,196202,352029,197335,NP16,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP16,,,,,,,Sir Fynwy - Monmouthshire,http://data.ordnancesurvey.co.uk/id/7000000000025489,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,http://dbpedia.org/resource/St._Arvans,
osgb4000000074570824,http://data.ordnancesurvey.co.uk/id/4000000074570824,Awkley,,,,populatedPlace,Hamlet,359416,185775,5000,25000,358998,185518,359716,186018,BS32,http://data.ordnancesurvey.co.uk/id/postcodedistrict/BS32,,,,,,,South Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000025559,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074543149,http://data.ordnancesurvey.co.uk/id/4000000074543149,Pen-y-cae-mawr,,,,populatedPlace,Hamlet,341325,195031,5000,25000,340960,194821,341700,195321,NP15,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP15,,,,,,,Sir Fynwy - Monmouthshire,http://data.ordnancesurvey.co.uk/id/7000000000025489,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,http://dbpedia.org/resource/Pen-y-cae-mawr,
osgb4000000074570484,http://data.ordnancesurvey.co.uk/id/4000000074570484,Bulwark,,,,populatedPlace,Suburban Area,353517,192386,10000,25000,352905,191596,354013,193117,NP16,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP16,,,,,,,Sir Fynwy - Monmouthshire,http://data.ordnancesurvey.co.uk/id/7000000000025489,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,"http://dbpedia.org/resource/Bulwark,_Chepstow",
osgb4000000074570482,http://data.ordnancesurvey.co.uk/id/4000000074570482,Hardwick,,,,populatedPlace,Suburban Area,353463,193389,4000,25000,353134,193055,353673,193642,NP16,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP16,,,,,,,Sir Fynwy - Monmouthshire,http://data.ordnancesurvey.co.uk/id/7000000000025489,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074558270,http://data.ordnancesurvey.co.uk/id/4000000074558270,Llanvaches,,,,populatedPlace,Village,343420,191771,4000,250000,343108,191573,343641,192156,NP26,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP26,,,,,,,Casnewydd - Newport,http://data.ordnancesurvey.co.uk/id/7000000000044426,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,http://dbpedia.org/resource/Llanvaches,http://sws.geonames.org/2643929
osgb4000000074557891,http://data.ordnancesurvey.co.uk/id/4000000074557891,St Bride's Netherwent,,,,populatedPlace,Other Settlement,342898,189670,15000,25000,342624,189416,343124,189916,NP26,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP26,,,,,,,Sir Fynwy - Monmouthshire,http://data.ordnancesurvey.co.uk/id/7000000000025489,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,http://sws.geonames.org/8063852
osgb4000000074571847,http://data.ordnancesurvey.co.uk/id/4000000074571847,Redwick,,,,populatedPlace,Village,355057,185624,3000,250000,354864,185301,355364,185801,BS35,http://data.ordnancesurvey.co.uk/id/postcodedistrict/BS35,,,,,,,South Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000025559,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2639521
osgb4000000074571514,http://data.ordnancesurvey.co.uk/id/4000000074571514,Woodcroft,,,,populatedPlace,Village,354318,195725,4000,250000,354004,195364,354685,195994,NP16,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP16,,,,Forest of Dean,http://data.ordnancesurvey.co.uk/id/7000000000020508,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000020616,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Woodcroft,_Gloucestershire",
osgb4000000074570480,http://data.ordnancesurvey.co.uk/id/4000000074570480,Leechpool,,,,populatedPlace,Hamlet,350275,190083,5000,25000,350103,189112,350603,190164,NP26,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP26,,,,,,,Sir Fynwy - Monmouthshire,http://data.ordnancesurvey.co.uk/id/7000000000025489,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074569474,http://data.ordnancesurvey.co.uk/id/4000000074569474,Aust,,,,populatedPlace,Village,357395,189028,4000,250000,357111,188839,357791,189400,BS35,http://data.ordnancesurvey.co.uk/id/postcodedistrict/BS35,,,,,,,South Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000025559,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2656765
osgb4000000074575490,http://data.ordnancesurvey.co.uk/id/4000000074575490,Cross Hill,,,,populatedPlace,Other Settlement,355469,196494,15000,25000,355243,196246,355743,196746,NP16,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP16,,,,Forest of Dean,http://data.ordnancesurvey.co.uk/id/7000000000020508,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000020616,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074568800,http://data.ordnancesurvey.co.uk/id/4000000074568800,Elberton,,,,populatedPlace,Village,359731,188596,7000,250000,359708,188128,360823,188935,BS35,http://data.ordnancesurvey.co.uk/id/postcodedistrict/BS35,,,,,,,South Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000025559,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2650135
osgb4000000074557523,http://data.ordnancesurvey.co.uk/id/4000000074557523,Carrow Hill,,,,populatedPlace,Hamlet,343737,190371,5000,25000,343505,190209,344013,190709,NP26,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP26,,,,,,,Sir Fynwy - Monmouthshire,http://data.ordnancesurvey.co.uk/id/7000000000025489,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074570821,http://data.ordnancesurvey.co.uk/id/4000000074570821,Compton Greenfield,,,,populatedPlace,Hamlet,356955,181800,5000,25000,356583,181438,357141,182072,BS35,http://data.ordnancesurvey.co.uk/id/postcodedistrict/BS35,,,,,,,South Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000025559,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074568797,http://data.ordnancesurvey.co.uk/id/4000000074568797,New Passage,,,,populatedPlace,Village,354941,185961,5000,250000,354237,185850,355072,186472,BS35,http://data.ordnancesurvey.co.uk/id/postcodedistrict/BS35,,,,,,,South Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000025559,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2641601
osgb4000000074556405,http://data.ordnancesurvey.co.uk/id/4000000074556405,Llandevenny,,,,populatedPlace,Hamlet,341138,186977,5000,25000,340855,186681,341355,187264,NP26,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP26,,,,,,,Sir Fynwy - Monmouthshire,http://data.ordnancesurvey.co.uk/id/7000000000025489,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074557887,http://data.ordnancesurvey.co.uk/id/4000000074557887,Shirenewton,,,,populatedPlace,Village,347947,193650,5000,250000,347583,193410,348284,193955,NP16,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP16,,,,,,,Sir Fynwy - Monmouthshire,http://data.ordnancesurvey.co.uk/id/7000000000025489,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,http://dbpedia.org/resource/Shirenewton,http://sws.geonames.org/2637939
osgb4000000074556404,http://data.ordnancesurvey.co.uk/id/4000000074556404,Magor,eng,Magwyr,cym,populatedPlace,Village,342494,187085,9000,250000,341763,186853,343144,187752,NP26,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP26,,,,,,,Sir Fynwy - Monmouthshire,http://data.ordnancesurvey.co.uk/id/7000000000025489,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,"http://dbpedia.org/resource/Magor,_Monmouthshire",http://sws.geonames.org/2643196
osgb4000000074571845,http://data.ordnancesurvey.co.uk/id/4000000074571845,Severn Beach,,,,populatedPlace,Village,353949,184862,11000,250000,353854,184122,354646,185804,BS35,http://data.ordnancesurvey.co.uk/id/postcodedistrict/BS35,,,,,,,South Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000025559,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Severn_Beach,http://sws.geonames.org/3345400
osgb4000000074571844,http://data.ordnancesurvey.co.uk/id/4000000074571844,Pilning,,,,populatedPlace,Village,355566,185142,12000,250000,355086,184383,356777,186163,BS35,http://data.ordnancesurvey.co.uk/id/postcodedistrict/BS35,,,,,,,South Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000025559,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Pilning,http://sws.geonames.org/2640288
osgb4000000074557517,http://data.ordnancesurvey.co.uk/id/4000000074557517,Crick,,,,populatedPlace,Village,348920,190315,5000,250000,348582,189965,349300,190465,NP26,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NP26,,,,,,,Sir Fynwy - Monmouthshire,http://data.ordnancesurvey.co.uk/id/7000000000025489,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,"http://dbpedia.org/resource/Crick,_Monmouthshire",http://sws.geonames.org/2651990
